text,label
"I’m looking for a way to set up ""conditional alerts"" that only trigger when a specific metric goes above a certain threshold.",feature_request
What measures do you have in place to prevent DDoS attacks from taking down our business portal?,security_concern
I keep getting a too many requests error message even though this is my first time trying to sign in today.,account_access
"The ""Save for Later"" button is taking a long time to add the item to my list.",performance
The page keeps hanging whenever I try to attach a PDF to my message.,performance
I need to switch my billing from a personal credit card to our corporate wire transfer system starting next quarter.,billing_problem
"I’m a bit confused about the terminology you use; what does ""Syncing"" actually mean in this context?",other
I have a credit balance on my account from a previous return but it isn't being applied to this month's bill.,billing_problem
I can see my past invoices but I can't see the 'pending' charges for this month's usage anywhere in the dashboard.,billing_problem
Every time I try to delete a draft the system tells me the item was removed but it reappears as soon as I refresh the screen.,bug
The charge on my bank statement shows up under a company called 'Global Tech Holdings' which is very confusing because I thought I was paying you.,billing_problem
I found a vulnerability that allows me to see the billing history of other users in my company.,security_concern
"The ""Last Modified"" column is showing ""Invalid Date"" for all the folders in the shared drive.",bug
"What is the difference between a ""Draft"" and a ""Published"" project?",other
"I’m a student and I’m looking for an internship, do you guys have any openings this summer?",other
"I am worried about ""session hijacking"" because I am forced to use a shared computer at my university.",security_concern
The system is extremely slow when I try to bulk-edit more than five items at a time.,performance
"Can you explain how to use the ""Tags"" feature to categorize my expenses?",how_to
How do I restore a file that I accidentally deleted from the trash bin?,how_to
I suspect that someone has installed a keylogger on my work computer and I need to know if any of my account settings were changed recently.,security_concern
I’m a bit worried about my privacy and I want to know exactly who can see my profile information.,other
"The ""Help"" widget in the corner is taking forever to pop up.",performance
"I am a regular user and I think a ""search within file"" feature would be much better than just searching for filenames.",feature_request
"I’m a bit confused by the navigation menu, it seems to change every time I click something.",other
"Could you add a ""snooze"" feature for notifications so I can temporarily silence alerts while I'm in a focused deep-work session?",feature_request
"The table sorting by ""Date Created"" is actually sorting the items alphabetically by the month name instead of chronologically.",bug
"The ""Undo"" command is taking several seconds to actually revert my last action.",performance
"I'm trying to set up a VPN on my home network, how do I make sure your app still connects properly?",how_to
I was one of your 'early adopters' with a promised free-for-life account yet I just received an invoice for the new 'Standard' tier.,billing_problem
I am getting duplicate email alerts for every single comment made on the shared document.,bug
"The site is taking a long time to load the ""Contact Support"" form.",performance
I’m a bit frustrated because the app doesn't seem to work well with my screen reader.,other
I noticed a significant amount of outgoing traffic from your app to an unknown IP address while my computer was idle.,security_concern
How can I change the language settings of the interface from English to Spanish?,how_to
The Authorization header is being stripped by our load balancer but only for requests going to your authentication microservice.,account_access
I regenerated my API keys this morning but the new set is being rejected as invalid while the old ones still work.,account_access
I am a polite customer just looking for a small credit because the service was down for three days during our busiest week.,billing_problem
"Could you implement a ""backup to Dropbox"" feature for our monthly data snapshots?",feature_request
Do you have any local user groups in the New York area that I can join?,other
Is the login server down?,account_access
I never signed up for a paid plan but I just saw a charge on my credit card statement; I think I was tricked by a dark pattern during the setup process.,billing_problem
"The ""Quick Actions"" menu is anything but quick today.",performance
"The ""Contact Support"" link is opening my default mail app instead of the web-based form.",bug
"Our business needs a way to set up ""read-only"" accounts for our auditors so they can see our billing history without changing any settings.",feature_request
"I received an email notification about a login from a device in a country I have never visited, and I am worried my password has been compromised.",security_concern
How do you ensure that data is securely deleted from your backups when an account is closed?,security_concern
"I am a student and I’d love a ""citation tracker"" that warns me if I haven't cited a source in my paper.",feature_request
I lost my student ID card and now I cannot log into any of the computers in the campus library.,account_access
I'm going to be late for my presentation.,account_access
I am having trouble finding the option to download my data in a CSV format.,how_to
The application is hanging when I try to change the email address for my account.,performance
"I am a non-profit and I need to know how to set up a ""Donate"" button.",how_to
"I’m a bit confused about the ""Follow"" feature, what does it actually do?",other
Is there a way to see a map of all the different server locations you use?,other
"I’m a bit frustrated because I can’t find the ""Log Out"" button on the mobile version.",other
I have a 50% discount code but it only applies to 'New Subscriptions' and I want to use it for my upcoming renewal.,billing_problem
I would appreciate a way to customize the dashboard widgets so I only see the metrics that are relevant to my specific role.,feature_request
"I would love a way to ""lock"" certain cells or sections in a shared document to prevent accidental edits by other team members.",feature_request
My subscription is set to renew on the 31st of every month but since June only has 30 days I am worried about when the payment will actually hit.,billing_problem
The auto-save indicator says my work is saved but when I logged in from my tablet all my progress from the last hour was gone.,bug
The app keeps switching itself back to light mode every time I restart my computer despite my preferences.,bug
"The web app is very slow to respond to the ""Enter"" key on my keyboard.",performance
I am requesting a refund despite your 'no-refund' policy because the software has had a critical failure that prevents me from using it at all.,billing_problem
"It would be great to have a ""reminder"" feature that sends a nudge if a task hasn't been updated in three days.",feature_request
Do you have any physical merchandise like stickers or t-shirts that I can buy?,other
I have my password written down in my address book but the screen says it is incorrect.,account_access
I need to get into my files right now for a meeting and the password reset link is taking forever to arrive!,account_access
The system is letting me create a username with special characters like hashtags even though the documentation says those are forbidden.,bug
"How do you protect against ""Session Fixation"" attacks on your website?",security_concern
"Could you add a ""custom status"" field for users so we can see who is ""in a meeting"" or ""out of office"" directly in the app?",feature_request
Why does the Android app require permission to access my contacts and call logs when it doesn't seem necessary for the core functionality?,security_concern
I tried to change my password but the page timed out before the confirmation message appeared.,performance
My screen reader for my visual impairment is not announcing the labels for the radio buttons in the onboarding survey.,bug
"I’m a bit confused about how to use the ""Archive"" feature correctly.",other
I am a student and the app won't let me join my class because it says my email domain is not recognized.,bug
"I wish there was a way to ""pin"" my most frequently used projects to the top of the sidebar for quicker access.",feature_request
Can I set up a notification for when my account permissions are modified by an admin?,security_concern
Every time I try to add a backup payment method the site says my session has expired and logs me out.,billing_problem
Does your mobile app use certificate pinning to prevent man-in-the-middle attacks on public Wi-Fi?,security_concern
"I’m a bit frustrated with the search function, it doesn't seem to find what I’m looking for.",other
How do I change the currency displayed in my dashboard?,how_to
"I noticed that when I change my primary email address, no notification is sent to the old email, which makes it easy for hackers to hijack accounts.",security_concern
I moved from the UK to the US and now I cannot log into the local version of the app to update my billing information.,account_access
I’m a bit frustrated because I keep getting logged out of the website every time I close my browser.,other
My login only works if I clear my entire browser cache first which is very frustrating to do every morning.,account_access
I am seeing someone else's initials in the top right corner of my private dashboard.,bug
I am an elderly user and I don't understand why there is a recurring charge on my card when I thought this was a one-time purchase.,billing_problem
I need to update my son's health forms for camp but I have forgotten which email address I used to sign him up.,account_access
"I think a ""undo"" button for bulk actions would be very helpful in case we accidentally move or delete a large number of files.",feature_request
"Where can I find the ""Refer a Friend"" link to get credit?",how_to
It's more than 15 percent of the total cost.,billing_problem
"I would love a ""focus mode"" that hides the sidebar and top navigation for a completely distraction-free writing environment.",feature_request
I’m a developer and I’m curious about what programming languages you used to build this platform.,other
Can I link my personal calendar to this app so I can see everything in one place?,other
Is there a way to see a full audit log of every time an administrator has accessed my personal files?,security_concern
Can you provide a summary of your latest third-party security assessment?,security_concern
Can I change the layout of the dashboard to be more minimalist and less cluttered?,other
Where is the setting to disable email notifications for every single comment?,how_to
Our company requires all vendors to support multi-factor authentication via TOTP; is this available on all plans?,security_concern
"The ""Share"" link is generating a URL that is over 500 characters long and looks broken.",bug
I found that I can bypass the two-factor authentication requirement by using the mobile app instead of the web portal.,security_concern
"I am a project manager and I’d like a ""workload view"" that shows how many tasks are assigned to each team member.",feature_request
"The interface is sluggish when I have the ""High Contrast"" setting turned on.",performance
How do I change the default browser that opens links from the app?,how_to
Does your system automatically log users out after a period of inactivity to prevent unauthorized access?,security_concern
How do I verify that my latest update was installed correctly?,how_to
"It would be helpful if we could ""embed"" YouTube videos directly into our project pages.",feature_request
The app is very sluggish when I'm using it on a computer with a low-resolution screen.,performance
Our VPN is blocking the payment processor you use so we can't complete our annual renewal.,billing_problem
I saw your advertisement on LinkedIn and I was curious if this would work for a small gardening business.,other
"The ""Sync"" icon is constantly spinning even when there is no new data to update.",bug
My accounting department will not release my payment until you provide a signed W-9 form for our records.,billing_problem
The receipt sent to my email is just a blank PDF file and I need the data for my tax return.,billing_problem
What is your procedure for notifying customers in the event of a confirmed data breach?,security_concern
I need help knowing how to transfer my subscription to a different email address.,how_to
I need to get into my daughter's account to check her soccer schedule but it keeps saying I am not authorized.,account_access
I clicked the blue link in the welcome email you sent me but it says the link has already been used.,account_access
I am a developer in Shanghai and I need to pay via UnionPay but your site only accepts Western credit cards.,billing_problem
Why am I being charged the full price for the 'Video Pro' feature when the service has been under maintenance for three out of the four weeks this month?,billing_problem
"The site is taking a long time to load the ""Frequently Asked Questions"" section.",performance
Can I restrict my API keys so they only have read-only permissions for security?,security_concern
How do I change the time zone for my account so it matches where I am currently traveling?,other
How do I set up an out-of-office auto-responder for my internal messages?,how_to
"I am worried that my account was compromised because my ""Favorites"" list has been changed.",security_concern
Could you please explain this 'service fee' that appeared on my latest statement as it wasn't mentioned in the initial contract?,billing_problem
"I found a way to bypass the paywall and access premium content, which indicates a flaw in your permission logic.",security_concern
Our CI/CD pipeline is failing because the short-lived access tokens are expiring before the deployment script finishes its execution.,account_access
Can I use this software on a Chromebook at my school or does it require a full laptop?,other
"The ""Auto-complete"" feature for email addresses is suggesting people I've never contacted before.",bug
I am looking for a way to bulk-edit the metadata for my uploaded assets to save me from clicking into each one individually.,feature_request
"How do you handle the ""Right to be Forgotten"" for users who reside in the UK?",security_concern
I am a researcher and I need to know how to export the raw data for my analysis.,how_to
I was charged for a full year of service even though I deactivated my account three months ago.,billing_problem
I am trying to authenticate via the CLI tool but the credential helper is throwing a null pointer exception after I enter my passkey.,account_access
My browser's 'Dark Mode' extension made the text on the checkout page invisible and I accidentally checked a box for a $50 add-on.,billing_problem
My developer account is not correctly linked to our corporate SSO tenant and I am stuck at the login screen.,account_access
I'm stuck at the airport and can't access my digital tickets because the app won't accept my face ID.,account_access
"I found a strange file named ""backdoor.txt"" in my root directory after installing the latest desktop update on my Windows machine.",security_concern
The website is giving me a regional restriction error when I try to sign in from my hotel in France even though I have a US-based account.,account_access
Where is the option to change my timezone so my scheduled posts go out at the right time?,how_to
The student discount I applied for last semester seems to have disappeared and I was just charged the full professional rate.,billing_problem
Is anyone there?,account_access
"It would be helpful if we could set ""priority levels"" (Low, Medium, High) for every item in our list.",feature_request
Can you explain what the difference is between a workspace and a folder in your system?,other
The new biometric login feature is not showing up on my older smartphone even though I just updated the app to the latest version.,account_access
I’m a bit overwhelmed by all the buttons on the dashboard and I don't know where to start.,other
The session cookie is not being set with the Secure and HttpOnly flags which is preventing our local dev environment from logging in.,account_access
Can I change the email address associated with my account to a new one?,other
"The app is showing a ""New Version Available"" popup every five minutes even after I've already updated.",bug
"I would love a way to ""save for later"" or ""bookmark"" specific tasks that I want to review at the end of the week.",feature_request
"I would like to see a ""suggested edits"" mode where collaborators can propose changes without overwriting the original text.",feature_request
"I am an experienced user and I’d love to see a ""command palette"" similar to VS Code for quick navigation and actions.",feature_request
"The ""Billing History"" table is missing the last three months of transactions.",bug
"The ""Copy to Clipboard"" button says ""Copied!"" but when I try to paste it the clipboard is actually empty.",bug
The app window just turns black for a few seconds when I try to maximize it.,performance
"I found a vulnerability where I can access the ""Debug"" logs of the mobile app.",security_concern
The site is very slow to update my balance after I make a payment.,performance
Our company recently rebranded and changed our email domain but the SSO portal still expects the old address which no longer exists.,account_access
Our finance director is unable to log into the ERP system and is receiving a message that his user profile has been disabled by the system administrator.,account_access
The app is crashing whenever I try to rotate a photo in the built-in editor.,bug
Your system thinks my new Pixel 8 is a suspicious device and has blocked my account access for 24 hours.,account_access
I want to buy the lifetime license but I am afraid that the company will disappear and I'll lose my money.,billing_problem
I am trying to set up a Direct Debit for my UK-based business but the only options available are credit cards.,billing_problem
"The ""Sign In with Google"" button is giving me a ""Script Error"" on my desktop.",bug
My grandson gave me this tablet but I cannot find where to make the text bigger in your app.,how_to
Is there a way to force all users in my team to change their passwords every 90 days?,security_concern
"Since I got my new iPhone 15 Pro, Face ID keeps failing on the login screen and forcing me to enter a PIN I do not remember.",account_access
Why is the site loop-refreshing every time I hit sign in?,account_access
"How do I change the ""Default Region"" for my data storage to comply with local laws?",how_to
Can I use this software on my Linux machine or is it only for Windows and Mac?,other
I bought this iPhone in Japan and now that I am back in the US the app will not let me log into my local account.,account_access
"I am a researcher and I would find a ""web clipper"" browser extension very useful for saving references directly into the app.",feature_request
"The app is slow to respond to the ""Tab"" key for navigating between form fields.",performance
"The app is showing a ""Session Expired"" message every time I switch between tabs in my browser.",bug
Is there a way to see a list of all the third-party integrations that are currently active?,other
"It would be great to have a ""full-text search"" that includes the content of uploaded Excel files.",feature_request
"I am a teacher and I’d love a ""lock screen"" feature for tablets so students can't leave the app during a test.",feature_request
"It would be great to have an ""estimated time to completion"" bar for large data migrations so we know how long to wait.",feature_request
I am trying to sign in on my iPad but the app just keeps refreshing back to the Get Started page every time I enter my password.,account_access
It just hangs on a white screen after I enter my credentials on Chrome.,account_access
Can you show me how to filter my results to only show items from the last 24 hours?,how_to
I need to reset the service account password for our automated billing script but the admin panel says I don't have the required permissions.,account_access
"I'm trying to download a summary report and it's been ""Preparing"" for over half an hour.",performance
Is there a way to change the background image of my workspace to something personal?,other
"The ""Upload"" button is not working when I try to select multiple files at once.",bug
What is the policy for account data if a user passes away?,other
The password reset link is taking me to a 404 Error page.,bug
We need to reactivate the accounts for our seasonal staff who are returning for the summer shift.,account_access
I was told I would get a 30-day free trial but my card was charged the full amount the moment I signed up.,billing_problem
My account was locked because of a failed payment but I've already updated the card and it's still locked.,billing_problem
I’m a student and I’d love to know if you have any tips for staying organized during finals week.,other
"Our team would benefit from a ""public link"" feature where we can share a view-only version of a project with clients who don't have an account.",feature_request
My subscription renewed automatically this morning even though I am positive I toggled the 'auto-renew' switch to off last week.,billing_problem
The biometric login on our corporate laptops is failing to authenticate users against the domain controller after the latest Windows update.,account_access
Is there any possibility of adding a voice-to-text feature for the note-taking section of the mobile application?,feature_request
"The site is taking a long time to load the ""Privacy Policy"" page.",performance
"What is the difference between a ""Status"" and a ""Category"" for a task?",other
"What is the difference between a ""Private"" and a ""Hidden"" project in your settings?",other
The app is very sluggish when I'm using it on a computer with limited RAM.,performance
I am using a VPN on Linux and I noticed that my real IP address is leaking through the browser while using your web application.,security_concern
"How do you protect against ""Credential Stuffing"" attacks on your login portal?",security_concern
Someone called me claiming to be from your security department asking for my one-time passcode; was that a legitimate call?,security_concern
I am a first-time user and I accidentally bought the 'Expert' tier when I meant to buy 'Standard'.,billing_problem
I'm a developer and I've noticed the TTFB for your main landing page is over 3 seconds.,performance
I am a student and I would like to pay for the year in monthly installments using Klarna but I don't see that as an option.,billing_problem
"Our dev team accidentally left an expensive instance running over the weekend and we are looking at a $2,000 bill we can't afford.",billing_problem
I’m a student and I’m wondering if you have any advice for someone starting their first job.,other
"The app is slow to respond to the ""Escape"" key to close a modal window.",performance
The exchange rate you are using for my bill is significantly higher than the current market rate.,billing_problem
I’m a developer and I’d like to know if you have a CLI tool for managing projects.,other
"The app keeps refreshing itself every few minutes, which is really interrupting my workflow.",performance
The invoice shows I am being billed for the premium support package which I specifically opted out of during sign-up.,billing_problem
Is there a way to change the font size for the entire application to make it easier to read?,other
I've noticed a major drop in responsiveness when I have more than three projects open at once.,performance
I tried to merge my two separate accounts into one yesterday and now the system says my username is not found on either profile.,account_access
I am trying to log in to the admin portal to manage user licenses but the site says my account is not recognized as an administrator.,account_access
"Is it possible to add a ""link preview"" feature so we can see the title and thumbnail of URLs shared in the chat?",feature_request
I can log into the production dashboard just fine but my credentials are being rejected on the sandbox environment.,account_access
I’m a developer and I’d like to know if you have an affiliate program for influencers.,other
"Every time I try to add a second administrator to the account the system says ""Unexpected Token"" and fails.",bug
The mobile app is consuming 40% of my battery in less than an hour even when it is just running in the background.,bug
Can I change the icon of my project to a custom emoji?,other
"I would love a ""slideshow"" mode for viewing all the images in a folder.",feature_request
Is it possible for me to review your internal security audit logs for my company's workspace?,security_concern
Our offshore developers are reporting that their corporate VPN credentials are being rejected despite having valid active directory profiles.,account_access
The LDAP synchronization seems to be broken and none of the new employees can log into the local file server.,account_access
I need to know how to enable two-factor authentication using an authenticator app instead of SMS.,how_to
As the IT manager I need an emergency bypass for our root account because the primary hardware security key has been damaged.,account_access
"The ""Print"" button on the invoice page opens a blank tab instead of the browser's print dialogue.",bug
"I found that I can bypass the ""Account Verification"" step by clicking the ""Back"" button at the right time.",security_concern
"I noticed that the ""Secure"" padlock icon disappears when I navigate to certain subdomains on your site.",security_concern
When I hover over the icons in the toolbar the tooltips are appearing behind the main window so I can't read them.,bug
"While testing our integration, I discovered that I can access other users' data by simply changing the ID in the URL string, which seems like a major security flaw.",security_concern
"I'm seeing a lot of ""Still Working..."" messages that never seem to go away.",performance
I was charged for 'Brand Monitoring' for a specific keyword that I never actually added to my dashboard.,billing_problem
"The site is taking a long time to load the ""Terms and Conditions"" for a new promotion.",performance
Can I use this app on my smart refrigerator if it has a web browser?,other
"How do I set up a ""Family Plan"" and invite my household members?",how_to
I've been locked out for hours and your system won't let me try again.,account_access
"Could you implement a ""multi-window"" support feature for the iPad app to take full advantage of the larger screen?",feature_request
"It would be great to have a ""news feed"" that shows all the latest updates and changes made to the software.",feature_request
Can you tell me how to merge two duplicate contact entries in my database?,how_to
Every time I try to log in while my VPN is active the system triggers a security lock and forces me to change my password.,account_access
My account was supposed to be free for the first year as part of a bundle but I am still being charged monthly.,billing_problem
Where is the option to opt-out of the beta testing program?,how_to
I want to remove my credit card information entirely but the system says I must have at least one valid card on file to keep the account open.,billing_problem
Our non-profit organization is tax-exempt but we are still being charged sales tax on every monthly invoice.,billing_problem
The captcha on the login page is broken and won't load so I can't click the sign-in button.,account_access
"I am concerned that your desktop app doesn't have a digital signature, so my Mac keeps warning me it's from an ""unidentified developer.""",security_concern
I want to change my billing currency from USD to GBP but the system says I have to cancel my account and start over to do that.,billing_problem
"The backup codes I saved aren't working and I've lost my authentication device, please help me before I lose my mind.",account_access
I’m a first-time user and I’m wondering if there is a way to import data from another app.,other
I am an admin and I need to see a breakdown of usage by individual user for our last billing cycle.,billing_problem
"I am worried that my account is being ""shadow-logged"" by a browser extension I installed.",security_concern
Do I need to use my full name or just my email address to get into the website?,account_access
The profile page is showing my old phone number even though I received a confirmation that it was updated successfully.,bug
I am trying to renew my subscription but the page won't load on my old version of Internet Explorer.,billing_problem
"I’m a designer and I’d love a ""color picker"" tool within the interface so I can match my project elements to our brand guidelines.",feature_request
I was charged for 'Emergency Support' on a Tuesday afternoon which is clearly within your stated normal business hours.,billing_problem
"Where do I go to see the ""Terms of Service"" update summary?",how_to
The drop-down menus take a second or two to appear after I click them.,performance
"The ""User Statistics"" page is showing 0% for everything today.",bug
I noticed that the company logo in the top left corner is pixelated and looks very blurry on high-resolution monitors.,bug
"I received a notification that my password was found in a known data leak from another site, and I want to know if my account here is at risk.",security_concern
Our entire team is unable to access the shared workspace since the admin changed the SSO settings yesterday.,account_access
"The ""Audit Log"" is missing all entries from between 2:00 PM and 5:00 PM yesterday.",bug
I found a way to see the private notes of other users in the collaborative editor.,security_concern
"The ""Verify Phone Number"" text message is arriving in a different language than my account settings.",bug
I lost my phone with the authenticator app and the SMS backup option isn't appearing on the screen.,account_access
I noticed that the profile settings page doesn't require a password re-entry before changing the email address.,security_concern
"How do I change the default view of my dashboard from ""List"" to ""Grid""?",other
"How do I change the ""Default View"" from a list to a kanban board?",how_to
"I am a polite user and I’d love a ""thank you"" button to quickly show appreciation for a colleague's help.",feature_request
I found a vulnerability that allows me to see the internal IP addresses of your servers.,security_concern
My son changed the password on our family tablet and now none of us can get into our shared apps.,account_access
"Could you add a ""read receipt"" feature for direct messages so I know when my colleague has seen my note?",feature_request
The website is practically unusable on Safari; it keeps saying the page is using too many resources.,performance
I paid for the 'White Label' upgrade but the login screen for my clients still shows your company logo in the corner.,billing_problem
I was charged for a 'consultation fee' after a call with a sales rep who explicitly told me the initial meeting was free of charge.,billing_problem
"What is the difference between a ""Comment"" and a ""Note"" in your system?",other
Is there a way to see a list of all the files I have uploaded to my account?,other
"I’m a developer and I’m interested in your API, where can I find the documentation for it?",other
I need a refund because the software is not compatible with my operating system and I can't use what I paid for.,billing_problem
The search results are populating one by one very slowly instead of appearing all at once.,performance
I am being charged for 'API Access' despite the fact that you deprecated the version of the API I was using last month.,billing_problem
Can I change my username to something more professional than the one I picked when I was a kid?,other
Is it possible to restrict my account so it can only be accessed from specific IP addresses?,security_concern
What is the best way to get in touch with you if I have a general question?,other
"The ""Copy Link"" feature is adding an extra slash at the end of the URL which makes it break.",bug
I’m a first-time user and I’m just trying to figure out how to create my very first task.,other
How do I add a caption to the photos I am uploading?,how_to
Can I use this app while I am on a plane without any internet connection?,other
I found that I can change the price of an item in my cart by editing the HTML before I check out.,security_concern
"The ""Forgot Password"" email contains a link that expires in one minute which isn't enough time for me to even open my inbox.",bug
"The app is showing that I am ""Offline"" even when I am connected to a high-speed fiber network.",bug
How do I go about reporting a potential security concern I found while browsing the site?,other
I am a first-time user and I can't find where to download my receipts from the dashboard.,billing_problem
Can you show me how to adjust the playback speed of the recorded meetings?,how_to
I was charged a late fee on my last bill but I have autopay enabled and there were plenty of funds in my account.,billing_problem
"The system is taking a long time to show the ""Error"" message after a failed login attempt.",performance
Our enterprise account was supposed to be on a net-30 billing cycle but our service was just cut off for an unpaid balance after only ten days.,billing_problem
The entire HR department is receiving an unauthorized message when trying to access the payroll system through the company SSO.,account_access
Trying to log in from my vacation in Spain and it says my region is not supported help!,account_access
Can you show me how to generate a monthly usage report for my entire department?,how_to
"I am a regular user and I’d like a ""weather widget"" on my dashboard to help me plan my outdoor work.",feature_request
The mobile app is very unresponsive to touch gestures on my Samsung S22.,performance
"I found a way to bypass the ""Age Verification"" check on your website.",security_concern
"I am a student trying to organize my projects, how do I create a new folder in the workspace?",how_to
My grandmother can't remember her secret question answer and we need to get into her account to pay her bills.,account_access
I’m a student and I’m looking for a mentor who knows how to use this platform professionally.,other
The search bar in the help center suggests articles but when I click on them I just get a blank white page.,bug
How do I change the sensitivity of the touch controls in the mobile app?,how_to
"The ""Import Contacts"" feature is swapping the first names and last names of everyone in my list.",bug
The application is hanging every time I try to delete a large batch of old emails.,performance
The app won't let me upload a file that has a space in the filename.,bug
"The ""Check for Updates"" button is stuck on ""Checking..."" and won't stop.",performance
Why am I being billed for a 'Legacy' plan that costs $20 when your new 'Standard' plan offers the same features for only $12?,billing_problem
My overage charges were calculated based on my 'Peak' usage during a one-hour spike instead of my 'Average' usage for the month.,billing_problem
My grandson set this up for me but now I can't find where to put the secret code he gave me.,account_access
I was charged for a 'Premium Template' that was clearly marked as a 'Free' resource in your library.,billing_problem
I am worried about my account security because I just realized I've been using the same password for ten years.,security_concern
The app won't open at all while I am connected to my corporate VPN.,bug
I am a developer and I noticed that your webhooks don't include a cryptographic signature to verify they came from you.,security_concern
I’m a first-time user and I’m not sure if I should be using a personal or a business account.,other
"What is the difference between a ""Member"" and an ""Administrator"" in terms of what they can see?",other
The app freezes for a second every time a new notification arrives.,performance
How do I change my profile picture to a custom avatar instead of just my initials?,other
I just moved and my new home IP address hasn't been added to the company's allowed access list yet.,account_access
"The ""Live Chat"" button is visible but when I click it nothing happens and no chat window opens up.",bug
I just used it yesterday!,account_access
What do I click to start a live broadcast?,how_to
"The ""Report a Bug"" button itself is not working.",bug
What are the steps to sync my calendar from my iPhone to the Windows desktop application?,how_to
We are seeing a spike in login failures for the engineering team following the latest security patch on our authentication server.,account_access
Is there a log I can check to see if anyone has downloaded my private data recently?,security_concern
My Samsung Galaxy S24 just updated and now the fingerprint scanner won't recognize my thumb to open the app.,account_access
"The ""Remember Me"" feature on the login page seems to keep me logged in indefinitely, even on different Wi-Fi networks.",security_concern
The timestamp on my messages is showing as four hours ahead of my current local time even though my profile is set to Eastern Time.,bug
My fingerprint login works for the app but I can't get into the billing portal on my desktop to see my history.,billing_problem
I am trying to access my late husband's account to close his affairs but I do not have the password for his registered email.,account_access
I lost the phone that had my authenticator app on it and I didn't save the backup codes.,account_access
I am trying to upgrade my plan while using a public hotspot and I'm worried about my credit card security.,billing_problem
How do I change the sorting order of my files from alphabetical to date modified?,how_to
There is a major discrepancy between the 'credits' I purchased in the app and the actual dollar amount that was deducted from my bank.,billing_problem
I am worried about the security of my account because I am using an outdated version of Windows.,security_concern
I'm an elderly user and I find it hard to tell if the app is working or frozen because the loading bar is so small.,performance
The app is automatically capitalizing every single word I type in the chat box.,bug
I’m a journalist and I’d like to speak with someone from your media relations department.,other
I have $15 in store credit but the system won't let me apply it toward the sales tax portion of my subscription.,billing_problem
"The ""Profile"" icon is missing from the navigation bar after the latest software update.",bug
We need to know if your infrastructure is hosted on a multi-tenant or single-tenant environment for security reasons.,security_concern
I paid for 'Priority Processing' for my data migration but it actually took longer than the standard time advertised on your site.,billing_problem
"The invitation link I sent to my new team member leads to a ""User Not Found"" page despite the account being active in our system.",bug
I regained control of my hacked email but the thief changed the recovery phone number on my account here.,account_access
I am receiving an invalid signature error when trying to decode the JWT sent by your authorization server even though I am using the correct public key.,account_access
The app is sending me push notifications in a language I don't understand.,bug
"Ever since the 4.2.1 update on iOS, the app crashes the second I tap the login field.",account_access
"How do I set up a keyboard shortcut for the ""Save"" function?",how_to
How do I find the contact information for your legal department regarding a trademark issue?,other
Our corporate policy now requires 16-character passwords and I am being prompted to change mine but the page is broken.,account_access
"How do I set up a ""Recovery Key"" in case I lose access to my 2FA device?",how_to
"I am a polite user and I was wondering if you could add a ""tip of the day"" feature to help me learn new features.",feature_request
I successfully signed in but my account looks totally empty as if I am a brand new user.,account_access
The app is showing my location as being in the middle of the ocean.,bug
I am concerned about the privacy of my data because I noticed your privacy policy mentions sharing info with third-party advertisers.,security_concern
"Can you show me how to use the ""Compare"" feature to see differences between two files?",how_to
"The app is displaying a ""System Overload"" message even though I am the only one using it in my office.",bug
My authentication tokens are consistently failing because my computer's internal clock is out of sync with the global atomic time.,account_access
The system is lagging when I try to reorder the items in my list by dragging them.,performance
"Is it possible to add a ""trash"" or ""recycle bin"" folder so we can recover items that were accidentally deleted?",feature_request
I’m a bit frustrated because the website looks different every time I log in.,other
"I am an admin and I’d like a ""broadcast"" feature to send a message to every user in our organization at once.",feature_request
I accidentally signed up for the annual plan instead of the monthly one and I need to get the difference refunded.,billing_problem
How do I set up a recurring task that repeats every third Thursday of the month?,how_to
I tried to upgrade my storage through my iPhone but the App Store says I’m subscribed while your website says I’m still on the free plan.,billing_problem
I think my keyboard language changed because my password isn't working even though I am typing it correctly.,account_access
ERROR 403: Access denied when attempting to reach the dashboard from our corporate VPN.,account_access
What are the system requirements for running the desktop app on an older computer?,other
I’m feeling a bit lost and I was wondering if there’s a video walkthrough for absolute beginners.,other
The app is very laggy when I'm using my Bluetooth mouse for some reason.,performance
The latest Android app update logged me out and now it says my device is no longer compatible when I try to sign back in.,account_access
I revoked all active sessions for my user in the dashboard but the existing access tokens are still being accepted by the API.,account_access
"I would like to see a ""collapsible sidebar"" on the mobile app to maximize the screen space for content.",feature_request
"I've been a loyal customer for years and suddenly I'm being told my credentials are wrong, this is incredibly frustrating.",account_access
I am trying to use the CLI login command on a headless server but the browser-based flow is not providing a manual code option.,account_access
Our marketing department is asking for a way to customize the automated email templates with our own company branding and hex colors.,feature_request
How do I change the frequency of the automated summary emails?,how_to
The app is very slow to show the details of a specific transaction when I click on it.,performance
How do you handle the disposal of physical hardware that once stored customer data?,security_concern
The app is not letting me paste text from an external Word document into the main text area.,bug
"The ""Low Disk Space"" warning is popping up even though I have over 200GB of free space on my hard drive.",bug
I think I might have deleted my account by mistake because the system does not recognize me at all today.,account_access
I am a security researcher and I have identified a potential cross-site scripting vulnerability on your main search page.,security_concern
"Can you explain how to use the ""Search"" function to find text inside a PDF?",how_to
"What are the ""best practices"" for setting up a new workspace for a team of ten people?",other
The site is taking a long time to verify my two-factor authentication code.,performance
